,id,label,statement,subject,speaker,speaker_title,State,party_affiliation,barely_true,false,half_true,mostly_true,pants_on_fire,context,Polarity,sentiment_score,variation,sensational_value,label_value
352,7887.json,pants-fire,says two thirds groups targeted irs scrutiny conservative,taxes,progress-texas,,Texas,none,3,0,1,0,2,a tweet,0,0,0,0,3
353,11407.json,pants-fire,class 1968 patrice lumumba university moscow mahmoud abbas one members class ali khamenei thats first established relationships young vladimir putin,"foreign-policy,history",ben-carson,,,republican,7,12,3,2,4,an interview with CNN's Wolf Blitzer,1,0,0,0,3
354,1616.json,half-true,last week texas state board education sboe led rick perrys appointee voted remove thomas jefferson social studies textbook standards thats right thomas jefferson deleted list historical figures inspired political change,education,bill-white,Former mayor of Houston,Texas,democrat,2,3,5,7,3,an e-mail,1,1,0.078,0,2
355,12265.json,barely-true,u senator salary perks bernie top 1 percent still paid 13 percent taxes last year,"income,taxes",dinesh-dsouza,Author and film director,California,none,1,0,0,0,1,a Facebook post,1,0,0.06,0,5
356,35.json,TRUE,know pull truth matter started today would take one year one year get 160 000 troops physically iraq logistically,iraq,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,"CNN/YouTube debate in Charleston, S.C.",0,1,0.096,0,0
357,10663.json,half-true,2013 2015 richest 14 americans increased net wealth 157 billion yet republican budget would require americans contribute one penny deficit reduction,"federal-budget,taxes,wealth",bernie-s,U.S. Senator,Vermont,independent,18,12,22,41,0,a Tweet,1,1,0.157,0,2
358,8147.json,half-true,says foster mayor rick kriseman ineffective florida house representatives legislation passed house krisemans name,"florida,states",bill-foster,"Mayor, St. Petersburg",Florida,republican,1,0,2,2,0,a mayoral forum,0,-1,0.113,0,2
359,3625.json,mostly-true,says texas routinely gets lot federal spending pays taxes,"federal-budget,pundits,taxes",rachel-maddow,MSNBC host,,none,6,6,4,6,1,an episode of The Rachel Maddow Show.,1,0,0,0,1
360,1693.json,FALSE,cell phone numbers go public month,consumer-safety,ken-legler,State House representative,Texas,republican,0,1,0,0,0,Facebook and Twitter posts,0,0,0,0,4
361,3433.json,barely-true,says offered 12 million savings 2011 184 million savings next 25 years contract negotiations city milwaukee,"city-budget,labor,state-budget",milwaukee-police-association,,Wisconsin,none,1,0,0,0,0,a newspaper ad,0,0,0,0,5
362,6597.json,FALSE,clackamas county commissioners approved negotiated agreement lower countys contribution trimets portland milwaukie light rail project 19 9 million 25 million,"county-budget,county-government,debt,transportation",clackamas-county-commission,,,none,0,1,0,0,0,a press release,1,1,0.135,0,4
363,7571.json,mostly-true,says texas 11 different felonies commit oyster,"crime,criminal-justice,food-safety",scott-henson,"Writer, Grits for Breakfast blog",Texas,none,0,0,0,1,0,an interview.,0,-1,0.083,0,1
364,6449.json,FALSE,obama administration unwinding nations welfare work requirements,welfare,bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,an op-ed.,0,0,0,0,4
365,11510.json,TRUE,electric car sales georgia dropped dramatically since 5 000 tax credit eliminated 200 annual registration fee imposed july 1,"state-budget,taxes,transportation",don-francis,coordinator of the Clean Cities-Georgia Coalition,,none,0,0,0,0,0,an interview with Watchdog.org,0,1,0.052,0,0
366,8998.json,half-true,redskins training camp deal generated 40 million new private investment city,"city-government,job-accomplishments",dwight-jones,"Mayor, City of Richmond",Virginia,democrat,1,1,1,1,0,a speech,1,0,0,0,2
367,3443.json,half-true,gop budget plan would cut nearly million jobs,"economy,federal-budget,jobs",organizing-america,,,democrat,0,0,2,0,1,a Tweet.,1,-1,0.208,0,2
368,10252.json,half-true,people living country born anytime history country,immigration,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"an interview on CNN's ""State of the Union""",1,0,0,0,2
369,9393.json,half-true,says hillary clinton defended syrias president assad possible reformer start countrys civil war,foreign-policy,chris-wallace,Fox News Sunday host,,none,0,0,3,1,0,"comments on ""Fox News Sunday""",0,-1,0.187,0,2
370,4519.json,half-true,postal services financial losses result 2006 law drains 5 billion year post office revenue postal service forced overpay billions federal accounts,federal-budget,save-americas-postal-service,,,none,0,0,1,0,0,a television ad,1,-1,0.164,0,2
371,11291.json,mostly-true,many six federal department budget bills delayed opposition amendments would ban confederate battle flag sales federal building gift shops,"congress,federal-budget,history",lloyd-doggett,Texas congressman in the U.S. Houst of Representatives,Texas,democrat,1,0,2,7,0,remarks in San Antonio,1,-1,0.148,0,1
372,5110.json,pants-fire,shes voted 60 tax increases hurting middle class small businesses,taxes,rob-cornilles,consultant,Oregon,republican,1,1,3,1,1,,-1,-1,0.184,0,3
373,6147.json,barely-true,house representatives 40 different jobs bills passed almost bipartisan,"bipartisanship,jobs",frank-guinta,"U.S. Congress, NH-First District",New Hampshire,republican,1,1,1,1,0,a statement made after he filed for re-election at the N.H. Secretary of State‰Ûªs office.,0,0,0,0,5
374,10548.json,pants-fire,sheila jackson lee texas said hey wrinkly white aged beens time die let next generation spot planet,"candidates-biography,diversity,campaign-advertising",facebook-posts,Social media posting,,none,14,18,15,11,36,a meme supposedly quoting Sheila Jackson Lee,0,-1,0.122,0,3
375,3110.json,barely-true,republican small business tax cut bill spends 80 million better google searches job creation,"small-business,taxes",cory-mason,"State Assembly member, 62nd District",Wisconsin,democrat,2,0,0,0,0,a news release,1,1,0.058,0,5
376,9294.json,mostly-true,2013 state law would allow operator iron ore mine northern wisconsin fill pristine streams ponds mine waste,environment,dan-kaufman,,,none,0,0,1,1,0,an opinion article,-1,-1,0.032,0,1
377,12754.json,barely-true,america one highest taxed nations world,taxes,donald-trump,President-Elect,New York,republican,63,114,51,37,61,the 2016 Republican National Convention,0,0,0,0,5
378,9853.json,FALSE,black america country itd 15th wealthiest nation world,"corrections-and-updates,economy,poverty",larry-elder,Radio talk show host,,talk-show-host,1,3,0,0,0,comments on CNN,-1,1,0.198,0,4
379,10931.json,half-true,since republicans took 2010 election graduation rate wisconsin gone 86 percent 88 percent black graduation rate gone 60 percent 65 percent latino graduation rate gone 65 percent 71 percent,education,dale-kooyenga,State Representative,Wisconsin,republican,1,1,2,2,0,,-1,-1,0.056,0,2
380,11513.json,barely-true,estimated nearly 40 percent guns sold america sold private unlicensed sellers either online gun shows,guns,terry-mcauliffe,Governor,Virginia,democrat,12,6,2,2,3,an executive order.,1,-1,0.088,0,5
381,979.json,TRUE,2008 deadliest year war afghanistan american forces,"afghanistan,military",barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at the White House. ,0,-1,0.245,0,0
382,1702.json,mostly-true,florida teachers already paid 5 000 national average,education,dan-gelber,,Florida,democrat,2,2,1,3,0,a letter posted on his campaign Web site.,-1,0,0,0,1
383,4413.json,half-true,since rick perry became governor texas gone 46th country 50th population graduates high school,"education,new-hampshire-2012",new-hampshire-democratic-party,,New Hampshire,democrat,4,0,3,3,0,an interview with the 'Telegraph.',1,0,0,0,2
384,6014.json,TRUE,says amanda fritz manages less 5 percent city operations,city-government,mary-nolan,Represents Southwest Portland in Oregon House,Oregon,democrat,0,0,3,0,0,a debate.,-1,0,0,0,0
385,10390.json,half-true,streetcar project planned mayor tom barrett would 1900s style trolley,transportation,jim-steineke,State Assembly representative,Wisconsin,republican,0,1,1,0,0,a tweet,0,0,0,0,2
386,3237.json,half-true,americans last 30 years doubled amount money spending per child education results gotten worse better,education,michelle-rhee,Founder and CEO of Students First,,none,0,0,1,0,0,talking to Florida legislators.,-1,-1,0.169,0,2
387,3695.json,barely-true,polls show floridians dont want repeal affordable care act,"health-care,polls",joe-gibbons,State Representative,Florida,democrat,1,0,0,0,0,comments on the House floor,0,1,0.137,0,5
388,5631.json,FALSE,says congressman bill pascrell voted remove public option affordable health care act,health-care,steve-rothman,,,democrat,1,2,0,1,1,an interview on NJToday,0,1,0.176,0,4
389,10691.json,TRUE,lawmakers paid season efforts first time take lead drawing borders two would cities,state-finances,mary-margaret-oliver,State Representative,Georgia,democrat,0,0,1,0,0,a House floor debate,1,0,0,0,0
390,9969.json,pants-fire,greg abbott surrogates referred women victims rape incest though somehow confronting minor issue,"crime,ethics",wendy-davis,state senator,Texas,democrat,5,1,8,12,1,speaking to reporters,-1,-1,0.256,0,3
391,9784.json,TRUE,offshore drilling energy,"energy,voting-record",mark-warner,U.S. Senator,Virginia,democrat,3,1,6,3,0,,0,1,0.344,1,0
392,9835.json,barely-true,proposed medical marijuana amendment florida dont get refills get forever,"florida-amendments,health-care,marijuana",drug-free-america,,,none,1,0,0,0,0,"a ""Tampa Bay Times"" editorial meeting",0,0,0,0,5
393,1340.json,pants-fire,data storing microchip would implanted majority people opt become covered public health care option,"health-care,privacy",chain-email,,,none,11,43,8,5,105,a widely circulated e-mail,0,1,0.138,0,3
394,5047.json,half-true,enacting right carry act would amount expanding rights sex offenders terrorists child predators abusers carry concealed weapons across state lines,"crime,guns,legal-issues,public-safety",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a fundraising letter,0,-1,0.384,1,2
395,1375.json,TRUE,missed vote since 1993,history,chuck-grassley,U.S. senator,Iowa,republican,0,1,2,0,0,a conference call,0,1,0.321,1,0
396,5740.json,barely-true,says treasurers office saved 37 million management costs oversight public investments,government-efficiency,ted-wheeler,,,democrat,1,0,0,0,0,campaign website,0,1,0.219,0,5
397,6674.json,mostly-true,says georgia send state money per child state charter schools budget cuts applied charter schools,education,herb-garrett,Executive Director of the Georgia School Superintendents Association,Georgia,none,0,0,0,1,0,a letter,1,-1,0.087,0,1
398,9896.json,FALSE,jorge elorza wants impose municipal income tax,"city-budget,deficit,economy,taxes",vincent-buddy-cianci,,Rhode Island,independent,0,2,1,2,1,a radio interview,1,-1,0.239,0,4
399,10879.json,barely-true,supreme court cant overrule two branchesof government,"history,supreme-court",mike-huckabee,author,Arkansas,republican,12,5,9,3,4,"an interview on ""Fox News Sunday""",-1,1,0.286,1,5
400,3393.json,pants-fire,roughly 25 ri criminal record,"crime,criminal-justice,jobs,labor,legal-issues",direct-action-rights-equality,,Rhode Island,organization,0,0,0,0,1,an online petition,-1,-1,0.362,1,3
401,9382.json,half-true,nathan deal cut hope scholarship program literally 100 000 georgians able go college get technical training badly needed raise know give chance good job,education,peter-shumlin,governor and chair of Democratic Governors Association,Vermont,democrat,0,0,1,0,0,MSNBC,1,1,0.049,0,2
402,173.json,half-true,governor arkansas cut taxes fees almost 100 times saving taxpayers almost 380 million left surplus nearly 850 million,taxes,mike-huckabee,author,Arkansas,republican,12,5,9,3,4,a news release.,1,-1,0.095,0,2
403,6517.json,half-true,havent raised taxes time ive governor new jersey,taxes,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a news conference,1,0,0,0,2
404,3204.json,FALSE,massachusetts public schools teach kids young kindergartners gay marriage,"families,gays-and-lesbians,marriage,religion",national-organization-marriage,Nonprofit organization,Rhode Island,organization,0,1,0,0,1,a mailing to Rhode Island voters,1,0,0,0,4
405,88.json,pants-fire,probably one four five best known americans world,candidates-biography,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,a comment to reporters in London.,0,0,0,0,3
406,9606.json,barely-true,accepting legal immigrants ever history united states,immigration,rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"a ""Meet the Press"" pundit panel",1,1,0.339,1,5
407,8491.json,TRUE,congress bewildered scope reach spying apparatus 2008 2012 explicitly rejected amendment calling disclosure,"foreign-policy,pundits,terrorism",jon-stewart,,,none,0,2,1,1,1,"in comments on Comedy Central's ""The Daily Show""",1,-1,0.119,0,0
408,8910.json,half-true,six people florida die result expanding medicaid every day,"health-care,medicaid,poverty",charlie-crist,,Florida,democrat,15,9,20,19,2,"an interview on MSNBC's ""The Daily Rundown.""",0,-1,0.245,0,2
409,11244.json,mostly-true,gov maggie hassans budget proposal raises taxes small businesses increases taxes fees 100 million,"state-budget,taxes",americans-prosperity,,,none,6,7,2,1,2,TV ad,-1,0,0,0,1
410,8174.json,barely-true,washington would politicians spend 27 million teach moroccans make pottery,"federal-budget,government-efficiency",karen-handel,,,republican,2,0,3,3,1,a website posting,0,0,0,0,5
411,348.json,TRUE,hillary clinton starts 47 percent country,elections,barack-obama,President,Illinois,democrat,70,71,160,163,9,"a campaign rally in Alexandria, Va.",0,0,0,0,0
412,10141.json,FALSE,saysrand paulhas put budgets cut military half,"federal-budget,military",adam-kinzinger,U.S. Representative,Illinois,republican,0,2,1,0,0,"comments on ABC's ""This Week""",-1,-1,0.174,0,4
